Date,Open
03/13/2017,"1,207.00"
03/10/2017,"1,202.00"
03/09/2017,"1,209.30"
03/08/2017,"1,219.00"
03/07/2017,"1,227.10"
03/06/2017,"1,235.10"
03/03/2017,"1,236.00"
03/02/2017,"1,249.40"
03/01/2017,"1,248.20"
02/28/2017,"1,254.70"
02/27/2017,"1,260.40"
02/24/2017,"1,250.60"
02/23/2017,"1,238.30"
02/22/2017,"1,236.90"
02/21/2017,"1,236.40"
02/20/2017,"1,236.40"
02/17/2017,"1,240.80"
02/16/2017,"1,234.30"
02/15/2017,"1,228.60"
02/14/2017,"1,226.10"
02/13/2017,"1,234.20"
02/10/2017,"1,229.60"
02/09/2017,"1,242.70"
02/08/2017,"1,235.20"
02/07/2017,"1,236.90"
02/06/2017,"1,221.90"
02/03/2017,"1,217.80"
02/02/2017,"1,211.20"
02/01/2017,"1,212.20"
01/31/2017,"1,197.70"
01/30/2017,"1,194.60"
01/27/2017,"1,190.20"
01/26/2017,"1,202.10"
01/25/2017,"1,209.80"
01/24/2017,"1,218.40"
01/23/2017,"1,210.80"
01/20/2017,"1,204.90"
01/19/2017,"1,203.60"
01/18/2017,"1,218.20"
01/17/2017,"1,200.80"
01/16/2017,"1,199.40"
01/13/2017,"1,195.60"
01/12/2017,"1,193.40"
01/11/2017,"1,189.10"
01/10/2017,"1,183.50"
01/09/2017,"1,174.90"
01/06/2017,"1,179.70"
01/05/2017,"1,165.30"
01/04/2017,"1,158.10"
01/03/2017,"1,154.00"
12/30/2016,"1,162.20"
12/29/2016,"1,145.50"
12/28/2016,"1,139.30"
12/27/2016,"1,135.30"
12/23/2016,"1,130.00"
12/22/2016,"1,133.20"
12/21/2016,"1,134.00"
12/20/2016,"1,139.80"
12/19/2016,"1,136.10"
12/16/2016,"1,130.50"
12/15/2016,"1,143.80"
12/14/2016,"1,159.80"
12/13/2016,"1,164.50"
12/12/2016,"1,161.40"
12/09/2016,"1,172.50"
12/08/2016,"1,176.10"
12/07/2016,"1,171.40"
12/06/2016,"1,172.80"
12/05/2016,"1,182.60"
12/02/2016,"1,174.30"
12/01/2016,"1,175.10"
11/30/2016,"1,190.70"
11/29/2016,"1,196.60"
11/28/2016,"1,185.60"
11/25/2016,"1,189.60"
11/24/2016,"1,189.40"
11/23/2016,"1,213.80"
11/22/2016,"1,215.50"
11/21/2016,"1,209.30"
11/18/2016,"1,214.50"
11/17/2016,"1,227.50"
11/16/2016,"1,230.90"
11/15/2016,"1,223.30"
11/14/2016,"1,229.80"
11/11/2016,"1,259.80"
11/10/2016,"1,280.00"
11/09/2016,"1,272.40"
11/08/2016,"1,284.80"
11/07/2016,"1,293.00"
11/04/2016,"1,299.90"
11/03/2016,"1,300.80"
11/02/2016,"1,295.70"
11/01/2016,"1,279.80"
10/31/2016,"1,277.90"
10/28/2016,"1,278.60"
10/27/2016,"1,267.20"
10/26/2016,"1,274.00"
10/25/2016,"1,265.20"
10/24/2016,"1,266.90"
10/21/2016,"1,266.50"
10/20/2016,"1,270.60"
10/19/2016,"1,263.90"
10/18/2016,"1,256.00"
10/17/2016,"1,252.90"
10/14/2016,"1,259.50"
10/13/2016,"1,257.10"
10/12/2016,"1,254.50"
10/11/2016,"1,261.70"
10/10/2016,"1,258.50"
10/07/2016,"1,256.80"
10/06/2016,"1,269.70"
10/05/2016,"1,270.50"
10/04/2016,"1,315.00"
10/03/2016,"1,321.00"
09/30/2016,"1,323.60"
09/29/2016,"1,325.00"
09/28/2016,"1,327.90"
09/27/2016,"1,339.30"
09/26/2016,"1,340.50"
09/23/2016,"1,338.30"
09/22/2016,"1,335.70"
09/21/2016,"1,318.00"
09/20/2016,"1,314.20"
09/19/2016,"1,310.40"
09/16/2016,"1,317.60"
09/15/2016,"1,323.30"
09/14/2016,"1,320.30"
09/13/2016,"1,329.70"
09/12/2016,"1,327.00"
09/09/2016,"1,340.00"
09/08/2016,"1,347.50"
09/07/2016,"1,351.40"
09/06/2016,"1,327.30"
09/05/2016,"1,328.10"
09/02/2016,"1,313.20"
09/01/2016,"1,308.50"
08/31/2016,"1,315.50"
08/30/2016,"1,314.70"
08/29/2016,"1,320.60"
08/26/2016,"1,321.30"
08/25/2016,"1,323.70"
08/24/2016,"1,337.60"
08/23/2016,"1,339.60"
08/22/2016,"1,341.00"
08/19/2016,"1,353.30"
08/18/2016,"1,348.30"
08/17/2016,"1,346.90"
08/16/2016,"1,340.70"
08/15/2016,"1,339.10"
08/12/2016,"1,340.40"
08/11/2016,"1,347.90"
08/10/2016,"1,342.30"
08/09/2016,"1,335.90"
08/08/2016,"1,336.30"
08/05/2016,"1,362.00"
08/04/2016,"1,360.30"
08/03/2016,"1,366.60"
08/02/2016,"1,355.20"
08/01/2016,"1,352.70"
07/29/2016,"1,338.00"
07/28/2016,"1,343.50"
07/27/2016,"1,321.00"
07/26/2016,"1,317.00"
07/25/2016,"1,323.80"
07/22/2016,"1,332.80"
07/21/2016,"1,316.00"
07/20/2016,"1,334.40"
07/19/2016,"1,329.50"
07/18/2016,"1,333.30"
07/15/2016,"1,338.20"
07/14/2016,"1,347.80"
07/13/2016,"1,337.20"
07/12/2016,"1,356.70"
07/11/2016,"1,376.20"
07/08/2016,"1,362.30"
07/07/2016,"1,366.80"
07/06/2016,"1,363.30"
07/05/2016,"1,347.00"
07/04/2016,"1,345.00"
07/01/2016,"1,334.10"
06/30/2016,"1,319.40"
06/29/2016,"1,328.60"
06/28/2016,"1,328.30"
06/27/2016,"1,322.30"
06/24/2016,"1,254.30"
06/23/2016,"1,268.10"
06/22/2016,"1,271.40"
06/21/2016,"1,292.50"
06/20/2016,"1,293.00"
06/17/2016,"1,282.40"
06/16/2016,"1,295.00"
06/15/2016,"1,288.10"
06/14/2016,"1,286.20"
06/13/2016,"1,278.30"
06/10/2016,"1,271.50"
06/09/2016,"1,264.60"
06/08/2016,"1,247.00"
06/07/2016,"1,248.00"
06/06/2016,"1,245.50"
06/03/2016,"1,212.80"
06/02/2016,"1,215.90"
06/01/2016,"1,217.90"
05/31/2016,"1,215.10"
05/30/2016,"1,215.10"
05/27/2016,"1,222.30"
05/26/2016,"1,222.00"
05/25/2016,"1,228.60"
05/24/2016,"1,250.80"
05/23/2016,"1,252.90"
05/20/2016,"1,258.50"
05/19/2016,"1,261.50"
05/18/2016,"1,282.90"
05/17/2016,"1,276.80"
05/16/2016,"1,275.20"
05/13/2016,"1,267.40"
05/12/2016,"1,278.40"
05/11/2016,"1,269.30"
05/10/2016,"1,267.10"
05/09/2016,"1,288.40"
05/06/2016,"1,280.70"
05/05/2016,"1,284.40"
05/04/2016,"1,289.60"
05/03/2016,"1,298.40"
05/02/2016,"1,294.10"
04/29/2016,"1,278.20"
04/28/2016,"1,267.30"
